Date,Time,EV Charging Demand (kW),Solar Energy Production (kW),Wind Energy Production (kW),Electricity Price ($/kWh),Grid Availability,Weather Conditions,Battery Storage (kWh),Charging Station Capacity (kW),EV Charging Efficiency (%),Number of EVs Charging,Peak Demand (kW),Renewable Energy Usage (%),Grid Stability Index,Carbon Emissions (kgCO2/kWh),Power Outages (hours),Energy Savings ($),Total Renewable Energy Production (kW),Effective Charging Capacity (kW),Adjusted Charging Demand (kW),Net Energy Cost ($),Carbon Footprint Reduction (kgCO2),Renewable Energy Efficiency
2021-01-01,00:00:00,0.11236203565420874,0.12538804472014492,0.00910518656896514,0.13731048559731676,Available,Partly Cloudy,16.532407767850298,21.763421848671552,97.32637590249936,6,0.15168032892072547,25.039065977622556,0.7311473900616026,0.27494406749095446,1.8892092559725409,4.562580960600116,0.13449323128911006,21.18154975768475,0.028134404241257106,0.015428485678382422,0.02315788757580581,0.006349546318739751
2021-01-01,01:00:00,0.2852142919229748,0.05269670804734875,0.1075893621938646,0.12510458586332768,Available,Sunny,39.106930192468404,31.215027579263406,88.54691270849814,7,0.5734326603772237,55.64989942518939,1.494386999985763,0.4812509050837369,0.2773706972060459,0.21510365733336256,0.16028607024121336,27.639943222543987,0.15872146660140155,0.03568161587332601,0.06087478667260618,0.00579907378791137
2021-01-01,02:00:00,0.21959818254342153,0.10503542383833749,0.04399570158572217,0.10666084547957565,Available,Cloudy,6.112691434353001,46.48911616180903,89.87297147643619,4,0.9784821701010077,79.97078294713816,1.1092934572888042,0.14607863180586822,0.6426444135436158,0.029968637285870403,0.14903112542405966,41.781150107749916,0.17561438591765988,0.02342252781585953,0.006425092832718825,0.003566946458862944
2021-01-01,03:00:00,0.17959754525911098,0.07383933351546759,0.2757274936097712,0.07220880427147201,Available,Partly Cloudy,30.041088360770825,49.67502943887944,92.7590735317199,5,0.20899264515754912,2.2670481351675598,0.847218719100309,0.4752553052785605,0.5466798176499741,1.3849500347306798,0.3495668271252388,46.07809708411369,0.00407156280060339,0.012968523993251982,0.08341965437763729,0.007586398945406073
2021-01-01,04:00:00,0.04680559213273095,0.06861408154069376,0.059824251816840444,0.09108973274548049,Available,Partly Cloudy,45.08542179991128,21.166181588693558,83.78452894123342,9,0.8051323306210002,96.81579742683746,1.4524655953325578,0.31926123886354174,1.935850064161111,1.8721698172043932,0.1284383333575342,17.733985538932973,0.045315207263656565,0.004263508878364426,0.0004758221196841651,0.007242496791009685
2021-01-01,05:00:00,0.04679835610086079,0.08476895961574983,0.01978847629637601,0.09987513923434363,Available,Clear,29.80493541764832,47.798678783287954,94.84997849049276,4,0.5567928683130695,71.30563387946988,0.5083847104934875,0.3039470520308335,0.5538427290302963,3.510594695736384,0.10455743591212584,45.33703654468835,0.03336986446289035,0.004673992331511866,0.004081550446581815,0.0023062256353933593
2021-01-01,06:00:00,0.017425083650459836,0.05427924442262685,0.12125096441785671,0.07310265014141366,Available,Sunny,49.654334409198356,21.134882606160385,96.74935020913681,4,0.7465642554297679,29.89797425832107,1.206966851294049,0.40976373816574285,1.75125237616607,4.656431928871287,0.17553020884048356,20.447861588924052,0.005209747024305395,0.0012738197937844328,0.005005401998885957,0.008584281934672457
2021-01-01,07:00:00,0.2598528437324805,0.20031052712479286,0.057739782230182085,0.17190698898864548,Available,Cloudy,44.366566756249135,31.465433989451864,85.63747299442578,7,0.034477810987812996,52.223956383994704,1.2427217336272394,0.2537602734881732,0.1822181213322125,2.7377185685719607,0.25805030935497497,26.946202535295708,0.13570543577342056,0.044670519946187745,0.03150368019653887,0.009576500028787568
2021-01-01,08:00:00,0.18033450352296262,0.17399752711053515,0.018530801572310584,0.05033274927168764,Available,Clear,12.898808629400865,35.43261664314184,90.55393085182158,8,0.8721594413108297,95.63928553511049,1.1144357128661126,0.4346865457326715,0.802729918635475,4.976802789278924,0.19252832868284572,32.08562717402169,0.1724706307426501,0.009076731350855549,0.00341831969495523,0.006000453961477412
2021-01-01,09:00:00,0.21242177333881365,0.19453256789502854,0.2258182408534735,0.18736573218247188,Available,Clear,46.7158308785395,19.899469486178543,87.08597956803564,2,0.9573626569688616,59.591270704170576,0.8712138797540864,0.1207655517799223,0.4544037670933183,2.628687621018825,0.42035080874850206,17.329647930880935,0.1265848339849321,0.0398005610931259,0.010366145344171237,0.024256165527716752
2021-01-01,10:00:00,0.006175348288740734,0.10311741714844813,0.1671295490289977,0.0692424195603213,Available,Rainy,21.551868404877535,21.32994064837129,81.42670943306933,7,0.8827560370711849,27.8520390027003,1.248328270862789,0.3197347377459372,0.414570412294881,3.0992139666360865,0.2702469661774458,17.368268793995437,0.0017199604139326548,0.0004275960571400981,0.0014245422737081896,0.015559810213835226
